season,week,game_id,gameday,home_team,away_team,home_score,away_score,home_team_won,home_point_diff,home_games_played_before,home_avg_points_scored_before,home_avg_points_allowed_before,home_avg_point_diff_before,home_win_pct_before,home_last3_avg_points_scored,home_last3_avg_points_allowed,home_last3_avg_point_diff,home_last3_win_pct,away_games_played_before,away_avg_points_scored_before,away_avg_points_allowed_before,away_avg_point_diff_before,away_win_pct_before,away_last3_avg_points_scored,away_last3_avg_points_allowed,away_last3_avg_point_diff,away_last3_win_pct,avg_points_scored_diff,avg_points_allowed_diff,avg_point_diff_diff,win_pct_diff,last3_avg_points_scored_diff,last3_avg_points_allowed_diff,last3_avg_point_diff_diff,last3_win_pct_diff,home_elo_before,away_elo_before,elo_diff,home_elo_with_hfa_diff,elo_home_win_prob,home_strength_of_schedule_before,home_current_opponent_win_pct_before,away_strength_of_schedule_before,away_current_opponent_win_pct_before,strength_of_schedule_diff,current_opponent_win_pct_diff
2018,1,2018_01_WAS_ARI,2018-09-09,ARI,WAS,6.0,24.0,0,-18.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,55.0,0.5784967523447427,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,2018_01_DAL_CAR,2018-09-09,CAR,DAL,16.0,8.0,1,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,55.0,0.5784967523447427,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,2018_01_SEA_DEN,2018-09-09,DEN,SEA,27.0,24.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,55.0,0.5784967523447427,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,2018_01_CHI_GB,2018-09-09,GB,CHI,24.0,23.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,55.0,0.5784967523447427,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,2018_01_NYJ_DET,2018-09-10,DET,NYJ,17.0,48.0,0,-31.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,55.0,0.5784967523447427,0.0,0.0,0.0,0.0,0.0,0.0
2018,1,2018_01_LA_OAK,2018-09-10,OAK,LA,13.0,33.0,0,-20.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,0.0,55.0,0.5784967523447427,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,2018_02_BAL_CIN,2018-09-13,CIN,BAL,34.0,23.0,1,11.0,1,34.0,23.0,11.0,1.0,34.0,23.0,11.0,1.0,1,47.0,3.0,44.0,1.0,47.0,3.0,44.0,1.0,-13.0,20.0,-33.0,0.0,-13.0,20.0,-33.0,0.0,1511.569935046895,1508.430064953105,3.1398700937897956,58.139870093789796,0.5828976542102174,0.0,1.0,0.0,1.0,0.0,0.0
2018,2,2018_02_CAR_ATL,2018-09-16,ATL,CAR,31.0,24.0,1,7.0,1,12.0,18.0,-6.0,0.0,12.0,18.0,-6.0,0.0,1,16.0,8.0,8.0,1.0,16.0,8.0,8.0,1.0,-4.0,10.0,-14.0,-1.0,-4.0,10.0,-14.0,-1.0,1491.569935046895,1508.430064953105,-16.860129906210204,38.139870093789796,0.5546682657033499,0.0,1.0,0.0,0.0,0.0,1.0
2018,2,2018_02_LAC_BUF,2018-09-16,BUF,LAC,20.0,31.0,0,-11.0,1,3.0,47.0,-44.0,0.0,3.0,47.0,-44.0,0.0,1,28.0,38.0,-10.0,0.0,28.0,38.0,-10.0,0.0,-25.0,9.0,-34.0,0.0,-25.0,9.0,-34.0,0.0,1491.569935046895,1488.430064953105,3.1398700937897956,58.139870093789796,0.5828976542102174,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,2018_02_MIN_GB,2018-09-16,GB,MIN,29.0,29.0,0,0.0,1,24.0,23.0,1.0,1.0,24.0,23.0,1.0,1.0,1,24.0,16.0,8.0,1.0,24.0,16.0,8.0,1.0,0.0,7.0,-7.0,0.0,0.0,7.0,-7.0,0.0,1508.430064953105,1508.430064953105,0.0,55.0,0.5784967523447427,0.0,1.0,0.0,1.0,0.0,0.0
2018,2,2018_02_CLE_NO,2018-09-16,NO,CLE,21.0,18.0,1,3.0,1,40.0,48.0,-8.0,0.0,40.0,48.0,-8.0,0.0,1,21.0,21.0,0.0,0.0,21.0,21.0,0.0,0.0,19.0,27.0,-8.0,0.0,19.0,27.0,-8.0,0.0,1488.430064953105,1498.430064953105,-10.0,45.0,0.5644004902404213,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,2018_02_MIA_NYJ,2018-09-16,NYJ,MIA,12.0,20.0,0,-8.0,1,48.0,17.0,31.0,1.0,48.0,17.0,31.0,1.0,1,27.0,20.0,7.0,1.0,27.0,20.0,7.0,1.0,21.0,-3.0,24.0,0.0,21.0,-3.0,24.0,0.0,1511.569935046895,1508.430064953105,3.1398700937897956,58.139870093789796,0.5828976542102174,0.0,1.0,0.0,1.0,0.0,0.0
2018,2,2018_02_KC_PIT,2018-09-16,PIT,KC,37.0,42.0,0,-5.0,1,21.0,21.0,0.0,0.0,21.0,21.0,0.0,0.0,1,38.0,28.0,10.0,1.0,38.0,28.0,10.0,1.0,-17.0,-7.0,-10.0,-1.0,-17.0,-7.0,-10.0,-1.0,1501.569935046895,1511.569935046895,-10.0,45.0,0.5644004902404213,0.0,1.0,0.0,0.0,0.0,1.0
2018,2,2018_02_PHI_TB,2018-09-16,TB,PHI,27.0,21.0,1,6.0,1,48.0,40.0,8.0,1.0,48.0,40.0,8.0,1.0,1,18.0,12.0,6.0,1.0,18.0,12.0,6.0,1.0,30.0,28.0,2.0,0.0,30.0,28.0,2.0,0.0,1511.569935046895,1508.430064953105,3.1398700937897956,58.139870093789796,0.5828976542102174,0.0,1.0,0.0,1.0,0.0,0.0
2018,2,2018_02_HOU_TEN,2018-09-16,TEN,HOU,20.0,17.0,1,3.0,1,20.0,27.0,-7.0,0.0,20.0,27.0,-7.0,0.0,1,20.0,27.0,-7.0,0.0,20.0,27.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.569935046895,1491.569935046895,0.0,55.0,0.5784967523447427,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,2018_02_IND_WAS,2018-09-16,WAS,IND,9.0,21.0,0,-12.0,1,24.0,6.0,18.0,1.0,24.0,6.0,18.0,1.0,1,23.0,34.0,-11.0,0.0,23.0,34.0,-11.0,0.0,1.0,-28.0,29.0,1.0,1.0,-28.0,29.0,1.0,1511.569935046895,1488.430064953105,23.139870093789796,78.1398700937898,0.6105938804982088,0.0,0.0,0.0,1.0,0.0,-1.0
2018,2,2018_02_ARI_LA,2018-09-16,LA,ARI,34.0,0.0,1,34.0,1,33.0,13.0,20.0,1.0,33.0,13.0,20.0,1.0,1,6.0,24.0,-18.0,0.0,6.0,24.0,-18.0,0.0,27.0,-11.0,38.0,1.0,27.0,-11.0,38.0,1.0,1511.569935046895,1488.430064953105,23.139870093789796,78.1398700937898,0.6105938804982088,0.0,0.0,0.0,1.0,0.0,-1.0
2018,2,2018_02_DET_SF,2018-09-16,SF,DET,30.0,27.0,1,3.0,1,16.0,24.0,-8.0,0.0,16.0,24.0,-8.0,0.0,1,17.0,48.0,-31.0,0.0,17.0,48.0,-31.0,0.0,-1.0,-24.0,23.0,0.0,-1.0,-24.0,23.0,0.0,1491.569935046895,1488.430064953105,3.1398700937897956,58.139870093789796,0.5828976542102174,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,2018_02_OAK_DEN,2018-09-16,DEN,OAK,20.0,19.0,1,1.0,1,27.0,24.0,3.0,1.0,27.0,24.0,3.0,1.0,1,13.0,33.0,-20.0,0.0,13.0,33.0,-20.0,0.0,14.0,-9.0,23.0,1.0,14.0,-9.0,23.0,1.0,1508.430064953105,1488.430064953105,20.0,75.0,0.6062878237854281,0.0,0.0,0.0,1.0,0.0,-1.0
2018,2,2018_02_NE_JAX,2018-09-16,JAX,NE,31.0,20.0,1,11.0,1,20.0,15.0,5.0,1.0,20.0,15.0,5.0,1.0,1,27.0,20.0,7.0,1.0,27.0,20.0,7.0,1.0,-7.0,-5.0,-2.0,0.0,-7.0,-5.0,-2.0,0.0,1511.569935046895,1508.430064953105,3.1398700937897956,58.139870093789796,0.5828976542102174,0.0,1.0,0.0,1.0,0.0,0.0
2018,2,2018_02_NYG_DAL,2018-09-16,DAL,NYG,20.0,13.0,1,7.0,1,8.0,16.0,-8.0,0.0,8.0,16.0,-8.0,0.0,1,15.0,20.0,-5.0,0.0,15.0,20.0,-5.0,0.0,-7.0,-4.0,-3.0,0.0,-7.0,-4.0,-3.0,0.0,1491.569935046895,1488.430064953105,3.1398700937897956,58.139870093789796,0.5828976542102174,0.0,0.0,0.0,0.0,0.0,0.0
2018,2,2018_02_SEA_CHI,2018-09-17,CHI,SEA,24.0,17.0,1,7.0,1,23.0,24.0,-1.0,0.0,23.0,24.0,-1.0,0.0,1,24.0,27.0,-3.0,0.0,24.0,27.0,-3.0,0.0,-1.0,-3.0,2.0,0.0,-1.0,-3.0,2.0,0.0,1491.569935046895,1491.569935046895,0.0,55.0,0.5784967523447427,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,2018_03_NYJ_CLE,2018-09-20,CLE,NYJ,21.0,17.0,1,4.0,2,19.5,21.0,-1.5,0.0,19.5,21.0,-1.5,0.0,2,30.0,18.5,11.5,0.5,30.0,18.5,11.5,0.5,-10.5,2.5,-13.0,-0.5,-10.5,2.5,-13.0,-0.5,1489.7180747579134,1499.9119819626906,-10.193907204777133,44.80609279522287,0.5641260450759294,0.0,0.5,0.5,0.0,-0.5,0.5
2018,3,2018_03_NO_ATL,2018-09-23,ATL,NO,37.0,43.0,0,-6.0,2,21.5,21.0,0.5,0.5,21.5,21.0,0.5,0.5,2,30.5,33.0,-2.5,0.5,30.5,33.0,-2.5,0.5,-9.0,-12.0,3.0,0.0,-9.0,-12.0,3.0,0.0,1500.476569732828,1497.1420551482968,3.3345145845312345,58.334514584531235,0.5831700449697351,0.5,0.5,0.0,0.5,0.5,0.0
2018,3,2018_03_DEN_BAL,2018-09-23,BAL,DEN,27.0,14.0,1,13.0,2,35.0,18.5,16.5,0.5,35.0,18.5,16.5,0.5,2,23.5,21.5,2.0,1.0,23.5,21.5,2.0,1.0,11.5,-3.0,14.5,-0.5,11.5,-3.0,14.5,-0.5,1500.0880180373094,1516.3043084773965,-16.21629044008705,38.78370955991295,0.555583562143228,0.5,1.0,0.0,0.5,0.5,0.5
2018,3,2018_03_CIN_CAR,2018-09-23,CAR,CIN,31.0,21.0,1,10.0,2,20.0,19.5,0.5,0.5,20.0,19.5,0.5,0.5,2,34.0,23.0,11.0,1.0,34.0,23.0,11.0,1.0,-14.0,-3.5,-10.5,-0.5,-14.0,-3.5,-10.5,-0.5,1499.523430267172,1519.9119819626906,-20.388551695518572,34.61144830448143,0.5496457568740587,0.0,1.0,0.5,0.5,-0.5,0.5
2018,3,2018_03_NYG_HOU,2018-09-23,HOU,NYG,22.0,27.0,0,-5.0,2,18.5,23.5,-5.0,0.0,18.5,23.5,-5.0,0.0,2,14.0,20.0,-6.0,0.0,14.0,20.0,-6.0,0.0,4.5,3.5,1.0,0.0,4.5,3.5,1.0,0.0,1483.1398700937898,1480.0880180373094,3.0518520564803566,58.05185205648036,0.5827744627651321,0.0,0.0,0.0,0.0,0.0,0.0
2018,3,2018_03_TEN_JAX,2018-09-23,JAX,TEN,6.0,9.0,0,-3.0,2,25.5,17.5,8.0,1.0,25.5,17.5,8.0,1.0,2,20.0,22.0,-2.0,0.5,20.0,22.0,-2.0,0.5,5.5,-4.5,10.0,0.5,5.5,-4.5,10.0,0.5,1519.9119819626906,1500.0,19.91198196269056,74.91198196269056,0.6061668730677868,0.5,0.5,0.0,1.0,0.5,-0.5
2018,3,2018_03_SF_KC,2018-09-23,KC,SF,38.0,27.0,1,11.0,2,40.0,32.5,7.5,1.0,40.0,32.5,7.5,1.0,2,23.0,25.5,-2.5,0.5,23.0,25.5,-2.5,0.5,17.0,7.0,10.0,0.5,17.0,7.0,10.0,0.5,1522.8579448517032,1499.9119819626906,22.945962889012662,77.94596288901266,0.610328445348165,0.0,0.5,0.0,1.0,0.0,-0.5
2018,3,2018_03_OAK_MIA,2018-09-23,MIA,OAK,28.0,20.0,1,8.0,2,23.5,16.0,7.5,1.0,23.5,16.0,7.5,1.0,2,16.0,26.5,-10.5,0.0,16.0,26.5,-10.5,0.0,7.5,-10.5,18.0,1.0,7.5,-10.5,18.0,1.0,1520.0880180373094,1480.5558214288137,39.532196608495724,94.53219660849572,0.6327821795995534,0.5,0.0,0.5,1.0,0.0,-1.0
2018,3,2018_03_BUF_MIN,2018-09-23,MIN,BUF,6.0,27.0,0,-21.0,2,26.5,22.5,4.0,0.5,26.5,22.5,4.0,0.5,2,11.5,39.0,-27.5,0.0,11.5,39.0,-27.5,0.0,15.0,-16.5,31.5,0.5,15.0,-16.5,31.5,0.5,1510.0,1479.9119819626906,30.08801803730944,85.08801803730944,0.6200607309698468,0.5,0.0,0.0,0.5,0.5,-0.5
2018,3,2018_03_IND_PHI,2018-09-23,PHI,IND,20.0,16.0,1,4.0,2,19.5,19.5,0.0,0.5,19.5,19.5,0.0,0.5,2,22.0,21.5,0.5,0.5,22.0,21.5,0.5,0.5,-2.5,-2.0,-0.5,0.0,-2.5,-2.0,-0.5,0.0,1500.0880180373094,1500.6419425630693,-0.5539245257598395,54.44607547424016,0.5777190444797375,0.5,0.5,0.5,0.5,0.0,0.0
2018,3,2018_03_GB_WAS,2018-09-23,WAS,GB,31.0,17.0,1,14.0,2,16.5,13.5,3.0,0.5,16.5,13.5,3.0,0.5,2,26.5,26.0,0.5,0.5,26.5,26.0,0.5,0.5,-10.0,-12.5,2.5,0.0,-10.0,-12.5,2.5,0.0,1499.3580574369307,1506.8601299062102,-7.502072469279483,47.49792753072052,0.5679323287476502,0.0,0.5,0.5,0.5,-0.5,0.0
2018,3,2018_03_LAC_LA,2018-09-23,LA,LAC,35.0,23.0,1,12.0,2,33.5,6.5,27.0,1.0,33.5,6.5,27.0,1.0,2,29.5,29.0,0.5,0.5,29.5,29.0,0.5,0.5,4.0,-22.5,26.5,0.5,4.0,-22.5,26.5,0.5,1519.3580574369307,1500.0880180373094,19.270039399621282,74.27003939962128,0.6052843496604533,0.0,0.5,0.0,1.0,0.0,-0.5
2018,3,2018_03_CHI_ARI,2018-09-23,ARI,CHI,14.0,16.0,0,-2.0,2,3.0,29.0,-26.0,0.0,3.0,29.0,-26.0,0.0,2,23.5,20.5,3.0,0.5,23.5,20.5,3.0,0.5,-20.5,8.5,-29.0,-0.5,-20.5,8.5,-29.0,-0.5,1480.6419425630693,1500.0,-19.35805743693072,35.64194256306928,0.5511137000991851,0.5,0.5,0.0,0.0,0.5,0.5
2018,3,2018_03_DAL_SEA,2018-09-23,SEA,DAL,24.0,13.0,1,11.0,2,20.5,25.5,-5.0,0.0,20.5,25.5,-5.0,0.0,2,14.0,14.5,-0.5,0.5,14.0,14.5,-0.5,0.5,6.5,11.0,-4.5,-0.5,6.5,11.0,-4.5,-0.5,1483.1398700937898,1499.9119819626906,-16.772111868900765,38.227888131099235,0.5547934161206785,0.0,0.5,0.0,0.0,0.0,0.5
2018,3,2018_03_NE_DET,2018-09-23,DET,NE,26.0,10.0,1,16.0,2,22.0,39.0,-17.0,0.0,22.0,39.0,-17.0,0.0,2,23.5,25.5,-2.0,0.5,23.5,25.5,-2.0,0.5,-1.5,13.5,-15.0,-0.5,-1.5,13.5,-15.0,-0.5,1480.0880180373094,1500.0880180373094,-20.0,35.0,0.550199353253537,0.0,0.5,0.5,0.0,-0.5,0.5
2018,3,2018_03_PIT_TB,2018-09-24,TB,PIT,27.0,30.0,0,-3.0,2,37.5,30.5,7.0,1.0,37.5,30.5,7.0,1.0,2,29.0,31.5,-2.5,0.0,29.0,31.5,-2.5,0.0,8.5,-1.0,9.5,1.0,8.5,-1.0,9.5,1.0,1519.9119819626906,1490.2819252420866,29.63005672060399,84.63005672060399,0.6194394756343299,0.5,0.0,0.5,1.0,0.0,-1.0
2018,4,2018_04_MIN_LA,2018-09-27,LA,MIN,38.0,31.0,1,7.0,3,34.0,12.0,22.0,1.0,34.0,12.0,22.0,1.0,3,19.666666666666668,24.0,-4.333333333333333,0.3333333333333333,19.666666666666668,24.0,-4.333333333333333,0.3333333333333333,14.333333333333332,-12.0,26.333333333333332,0.6666666666666667,14.333333333333332,-12.0,26.333333333333332,0.6666666666666667,1527.2523704437217,1497.598785380603,29.653585063118726,84.65358506311873,0.6194714029657515,0.16666666666666666,0.3333333333333333,0.3333333333333333,1.0,-0.16666666666666666,-0.6666666666666667
2018,4,2018_04_CIN_ATL,2018-09-30,ATL,CIN,36.0,37.0,0,-1.0,3,26.666666666666668,28.333333333333332,-1.6666666666666667,0.3333333333333333,26.666666666666668,28.333333333333332,-1.6666666666666667,0.3333333333333333,3,29.666666666666668,25.666666666666668,4.0,0.6666666666666666,29.666666666666668,25.666666666666668,4.0,0.6666666666666666,-3.0,2.6666666666666643,-5.666666666666667,-0.3333333333333333,-3.0,2.6666666666666643,-5.666666666666667,-0.3333333333333333,1488.8131688334333,1510.9048971001716,-22.0917282667383,32.9082717332617,0.5472176909726086,0.5,0.6666666666666666,0.5,0.3333333333333333,0.0,0.3333333333333333
2018,4,2018_04_TB_CHI,2018-09-30,CHI,TB,48.0,10.0,1,38.0,3,21.0,18.333333333333332,2.6666666666666665,0.6666666666666666,21.0,18.333333333333332,2.6666666666666665,0.6666666666666666,3,34.0,30.333333333333332,3.6666666666666665,0.6666666666666666,34.0,30.333333333333332,3.6666666666666665,0.6666666666666666,-13.0,-12.0,-1.0,0.0,-13.0,-12.0,-1.0,0.0,1511.0222740019838,1507.523192450004,3.4990815519797707,58.49908155197977,0.5834003048340408,0.0,0.6666666666666666,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.0
2018,4,2018_04_DET_DAL,2018-09-30,DAL,DET,26.0,24.0,1,2.0,3,13.666666666666666,17.666666666666668,-4.0,0.3333333333333333,13.666666666666666,17.666666666666668,-4.0,0.3333333333333333,3,23.333333333333332,29.333333333333332,-6.0,0.3333333333333333,23.333333333333332,29.333333333333332,-6.0,0.3333333333333333,-9.666666666666666,-11.666666666666664,2.0,0.0,-9.666666666666666,-11.666666666666664,2.0,0.0,1491.007850285104,1489.0840309722387,1.923819312865362,56.92381931286536,0.5811947404047395,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,-0.16666666666666666,0.0
2018,4,2018_04_BUF_GB,2018-09-30,GB,BUF,22.0,0.0,1,22.0,3,23.333333333333332,27.666666666666668,-4.333333333333333,0.3333333333333333,23.333333333333332,27.666666666666668,-4.333333333333333,0.3333333333333333,3,16.666666666666668,28.0,-11.333333333333334,0.3333333333333333,16.666666666666668,28.0,-11.333333333333334,0.3333333333333333,6.666666666666664,-0.33333333333333215,7.000000000000001,0.0,6.666666666666664,-0.33333333333333215,7.000000000000001,0.0,1498.218776481163,1492.3131965820876,5.905579899075519,60.90557989907552,0.5867632397349074,0.5,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.33333333333333337,0.0
2018,4,2018_04_HOU_IND,2018-09-30,IND,HOU,34.0,37.0,0,-3.0,3,20.0,21.0,-1.0,0.3333333333333333,20.0,21.0,-1.0,0.3333333333333333,3,19.666666666666668,24.666666666666668,-5.0,0.0,19.666666666666668,24.666666666666668,-5.0,0.0,0.33333333333333215,-3.666666666666668,4.0,0.3333333333333333,0.33333333333333215,-3.666666666666668,4.0,0.3333333333333333,1492.196323452664,1471.4843808384871,20.711942614176905,75.7119426141769,0.6072656656691833,0.5,0.0,0.0,0.3333333333333333,0.5,-0.3333333333333333
2018,4,2018_04_NYJ_JAX,2018-09-30,JAX,NYJ,31.0,12.0,1,19.0,3,19.0,14.666666666666666,4.333333333333333,0.6666666666666666,19.0,14.666666666666666,4.333333333333333,0.6666666666666666,3,25.666666666666668,19.333333333333332,6.333333333333333,0.3333333333333333,25.666666666666668,19.333333333333332,6.333333333333333,0.3333333333333333,-6.666666666666668,-4.666666666666666,-2.0,0.3333333333333333,-6.666666666666668,-4.666666666666666,-2.0,0.3333333333333333,1507.7886445013348,1491.1945028642092,16.59414163712563,71.59414163712563,0.6015982650392127,0.5,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.16666666666666669,-0.3333333333333333
2018,4,2018_04_MIA_NE,2018-09-30,NE,MIA,38.0,7.0,1,31.0,3,19.0,25.666666666666668,-6.666666666666667,0.3333333333333333,19.0,25.666666666666668,-6.666666666666667,0.3333333333333333,3,25.0,17.333333333333332,7.666666666666667,1.0,25.0,17.333333333333332,7.666666666666667,1.0,-6.0,8.333333333333336,-14.333333333333334,-0.6666666666666667,-6.0,8.333333333333336,-14.333333333333334,-0.6666666666666667,1491.0920051023802,1527.4323744453184,-36.340369342938175,18.659630657061825,0.5268275781374058,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666667
2018,4,2018_04_PHI_TEN,2018-09-30,TEN,PHI,26.0,23.0,1,3.0,3,16.333333333333332,16.666666666666668,-0.3333333333333333,0.6666666666666666,16.333333333333332,16.666666666666668,-0.3333333333333333,0.6666666666666666,3,19.666666666666668,18.333333333333332,1.3333333333333333,0.6666666666666666,19.666666666666668,18.333333333333332,1.3333333333333333,0.6666666666666666,-3.3333333333333357,-1.6666666666666643,-1.6666666666666665,0.0,-3.3333333333333357,-1.6666666666666643,-1.6666666666666665,0.0,1512.1233374613557,1508.5336371477147,3.5897003136410603,58.58970031364106,0.5835270818474387,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,-0.16666666666666669,0.0
